UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,clean_text
1947,46899,"England, United Kingdom",13-03-2020,Survival tip #100029 for #Covid_19 : Ration the food and consumables you already have..dont be an absolute bumder and raid every shops nook and cranny so no one else can have stuff. Panic buying virgins.,Extremely Negative,Survival tip Ration food consumables already havedont absolute bumder raid every shops nook cranny one else stuff Panic buying virgins
1948,46900,Italy,13-03-2020,"My husband's newest activity? Wait in line at the grocery store. Not to pay, but to get in. Only 1-2 allowed to enter at a time. #Covid_19 #CoronaVirusitaly",Neutral,husbands newest activity Wait line grocery store pay get 12 allowed enter time
1949,46901,UK,13-03-2020,"@RealJamesWoods @DastardlyJabby Im not panicking. I bought my masks, gloves, food, and toilet rolls a month ago. They had loads in stock back then. Im not panicking because I DID NOT listen to government advice. I did my own research, read medical jou",Positive,Im panicking bought masks gloves food toilet rolls month ago loads stock back Im panicking listen government advice research read medical jou
1950,46902,United States,13-03-2020,"The parade of pharma, and other consumer issues is about the MARKET. Plain and simple. This sociopath does not care about us. #coronapocalypse #Covid_19",Negative,parade pharma consumer issues MARKET Plain simple sociopath care us
1951,46903,Canberra,13-03-2020,"Maybe if the media stopped predicting what product will be panic-bought next, people would stop hoarding random stuff and getting arrested at the supermarket. #Covid_19 #ToiletPaperEmergency #coronavirus",Extremely Negative,Maybe media stopped predicting product panicbought next people would stop hoarding random stuff getting arrested supermarket
1952,46904,"Tampa, FL",13-03-2020,CONSUMER CASTING CALL - what do your store shelves look like as you shop for #coronavirus supplies? https://t.co/bAerog5xUY,Positive,CONSUMER CASTING CALL store shelves look like shop supplies
1953,46905,"Leuven, België",13-03-2020,The empty shelves of fruits-vegetables-breads-cereals in a @LidlBelgium store in #Leuven clearly depicts the rush and an urgency of people to self quarantine themselves to contain the spread of #Covid_19. Don't panic! @LidlBelgium is always there for your grocery support! ?? https://t.co/si0nkFAzh4,Positive,empty shelves fruitsvegetablesbreadscereals store clearly depicts rush urgency people self quarantine contain spread Dont panic always grocery support
1954,46906,"Reno, NV",13-03-2020,Stock up food water everything you need...Marshall Law is on its way yall.. Trump just shook hands with a Brazilian man who is positive.. He needs to be tested #coronavirus,Positive,Stock food water everything needMarshall Law way yall Trump shook hands Brazilian man positive needs tested
1955,46907,"Seattle, WA",13-03-2020,"Didn't think we would ever face a zombie movie kinda in real life. Grocery store shelf's empty, No ppl in the tram, ppl covering their faces with masks, and the best part roads are empty. #Covid_19 #ZombieApocalypse",Positive,Didnt think would ever face zombie movie kinda real life Grocery store shelfs empty ppl tram ppl covering faces masks best part roads empty
1956,46908,0.9921875,13-03-2020,COVID-19 might be presenting online shopping platforms their greatest opportunity.,Extremely Positive,COVID19 might presenting online shopping platforms greatest opportunity
1957,46909,"Missouri, USA",13-03-2020,"The Coronavirus is doing more for this Country than any President! Lowering Airline Prices, Gas Prices, Free Sick Days from work/school, &amp; less traffic

#Covid_19 for President 2020.
Dont Forget to Vote Y'all!

#EmergencyUBI #Medicare4All #EmergencyUBI #EmergencyUBI #EmergencyUBI",Negative,Coronavirus Country President Lowering Airline Prices Gas Prices Free Sick Days workschool amp less traffic President 2020 Dont Forget Vote Yall
1958,46910,Melbourne,13-03-2020,Collins Food advises ASX that a KFC staff member has contracted COVID 19 - stock is down 15% this afternoon: https://t.co/UaQ3JyQ7Na,Neutral,Collins Food advises ASX KFC staff member contracted COVID 19 stock 15 afternoon
1959,46911,,13-03-2020,This grocery store reminds me of a college bar at last call; pickings are slim but nobody wants to go home empty handed. #coronavirus #Covid_19 #panicbuying #QuarantineAndChill,Negative,grocery store reminds college bar last call pickings slim nobody wants go home empty handed
1960,46912,"Washington, DC",13-03-2020,"A ""consumer reminder/tip"": no need to push/shove for access to the hand soap section. Go three isles over to the dishwashing soap section and buy the same product for less. Let's be smart and stay calm out there. #Covid_19 #coronapocalypse #CoronaOutbreak",Extremely Positive,consumer remindertip need pushshove access hand soap section Go three isles dishwashing soap section buy product less Lets smart stay calm
1961,46913,Mumbles,13-03-2020,"I went shopping today and the part of town the supermarket is in has a lot of SE Asian people living nearby, so obvs using the same shop. The racism and ingnrance I heard and witnessed is 1 of the byproducts of this bullshit I cant handle! #Covid_19 #coronavirus #CoronaOutbreak",Extremely Negative,went shopping today part town supermarket lot SE Asian people living nearby obvs using shop racism ingnrance heard witnessed 1 byproducts bullshit cant handle
1962,46914,"Dublin City, Ireland",13-03-2020,I work in retail I understand people need food but something is going to have to b done because everyone is in the store young and old. Need to look after the staffs health aswell as the public #Covid_19,Neutral,work retail understand people need food something going b done everyone store young old Need look staffs health aswell public
1963,46915,"Calgary, Alberta",13-03-2020,"Sporting events, broadway shows, and schools getting closed....travel being restricted....Fill the time by shopping online @ https://t.co/Rn0ahKZQKS   #Covid_19  #decor
#cottage #lamps #carpets  #furniture #NHL #NBA #JUNOS https://t.co/uRo4x6nuTm",Negative,Sporting events broadway shows schools getting closedtravel restrictedFill time shopping online
1964,46916,Suburb of Chicago,13-03-2020,"So, I just ran out and spent another $50 on stuff I might or might not need at the grocery store. #coronavirus",Neutral,ran spent another 50 stuff might might need grocery store
1965,46917,"Shanghai, People's Republic of",13-03-2020,With a news of #CoronaOutbreak there's been intolerable &amp; scandalous increase in prices of surgical masks on @amazonIN and @Flipkart. In time of fighting together @amazonIN @Flipkart please restrain yours sellers doing malign buisness @drharshvardhan @MoHFW_INDIA #COVID2019,Negative,news theres intolerable amp scandalous increase prices surgical masks time fighting together please restrain sellers malign buisness
1966,46918,India,13-03-2020,"Impact of #Covid_19, fall in #Crude prices and #YesBank crisis on #markets is short term. Consider each dip as an opportunity to buy. 
To know more, read this article from our Equity Desk. 
https://t.co/B0Y8mUlGFr
@arjungn80 @skrishnakumar66 @ajitnarasimhan @MD_SundaramMF",Negative,Impact fall prices crisis short term Consider dip opportunity buy know read article Equity Desk
1967,46919,,13-03-2020,"In addition to health care professionals, shout out to all the grocery store workers who are working non-stop. #Covid_19",Positive,addition health care professionals shout grocery store workers working nonstop
1968,46920,,13-03-2020,"I was at the grocery store this morning at 6:30. Surprisingly crowded. No meat. No chicken. No beef. No pork. Got toilet paper though, so it was totally worth it. #happyfridaythe13th #Covid_19",Negative,grocery store morning 630 Surprisingly crowded meat chicken beef pork Got toilet paper though totally worth
1969,46921,Hanging in my pillow fort. ,13-03-2020,"When I went to the grocery store earlier, I expected the toilet paper aisle to be barren, but the water aisle?!? Why? Nobody needs a pallet or gross of anything. Just use common sense people. #Covid_19 #coronavirus",Extremely Negative,went grocery store earlier expected toilet paper aisle barren water aisle Nobody needs pallet gross anything use common sense people
1970,46922,"Quetta, Pakistan",13-03-2020,"#Covid_19 
Intense grocery store lines in New York City &amp; elsewhere as people prepare for what could be a long stretch at home.The global pandemic has affected various aspects of life in the US reveals the unique nature of this crisis .
#CoronaVirusPakistan 
#CoronaOutbreak https://t.co/lz45S5f5Je",Extremely Negative,Intense grocery store lines New York City amp elsewhere people prepare could long stretch homeThe global pandemic affected various aspects life US reveals unique nature crisis
1971,46923,on the road to Luca,13-03-2020,"Riddle me this, Batman... Why would you buy 20 Glasses of Pasta Sauce when the supermarket is out of pasta? #Covid_19 #FckCorona #CalmDown",Neutral,Riddle Batman would buy 20 Glasses Pasta Sauce supermarket pasta
1972,46924,Africa,13-03-2020,"Can you imagine if one person in this supermarket has #Covid_19 and sneezes or coughs, touches anything.. panic will get most of you getting it because you all rush to a public space in the name of shopping #coronaInkenya #coronavirusinKenya #CoronaVirusUpdate #KOT https://t.co/lvJB447OI9",Negative,imagine one person supermarket sneezes coughs touches anything panic get getting rush public space name shopping
